title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre,box_value,multiplier,bo_num
Pal Pal Dil Ke Paas,2019,https://en.wikipedia.org/wiki/Pal_Pal_Dil_Ke_Paas,Pal Pal  Dil Ke Paas,Sunny Deol,"Karan Deol, Sahher Bambba, Aakash Ahuja",₹ 30 crore ,est. ₹ 10 crore ,Zee Studios,,019 Indian Hindi-Language Romantic Drama,10.0,10000000,100000000.0
The Zoya Factor,2019,https://en.wikipedia.org/wiki/The_Zoya_Factor_(film),The Zoya Factor,Abhishek Sharma[1],"Dulquer Salmaan, Sonam Kapoor",₹330 million ,est. ₹69.6 million ,Fox Star Studios,,Sports Romantic Drama,69.6,1000000,69600000.0
Nyaydaata,1999,https://en.wikipedia.org/wiki/Nyaydaata,Nyaydaata,Vicky Ranawat,"Dharmendra, Jaya Prada, Asrani, Tinnu Anand, Harish Patel, Mukesh Rishi",4cr,3cr,Hallmark Studio,,Aydaata  Is A 1999 Indian Hindi-Language,3.0,10000000,30000000.0
Mela,2000,https://en.wikipedia.org/wiki/Mela_(2000_film),Mela,Dharmesh Darshan,"Aamir Khan, Twinkle Khanna, Faisal Khan, Johnny Lever, Tinu Verma",est. ₹ 18 crore (US$2.1 million) ,est. ₹ 25 crore (US$3.0 million) ,,Venus Records & Tapes,Is A 2000 Indian Hindi-Language Masala,25.0,10000000,250000000.0
Kaho Naa... Pyaar Hai,2000,https://en.wikipedia.org/wiki/Kaho_Naa..._Pyaar_Hai,Kaho Naa ... Pyaar Hai,Rakesh Roshan,"Hrithik Roshan, Ameesha Patel, Anupam Kher, Dalip Tahil, Mohnish Bahl",₹10 crore ,"₹80
crore ",Yash Raj FilmsEros International(Overseas),Filmkraft Productions Pvt. Ltd.,Musical Romantic Thriller,80.0,10000000,800000000.0
Dulhan Hum Le Jayenge,2000,https://en.wikipedia.org/wiki/Dulhan_Hum_Le_Jayenge,Dulhan Hum Le Jayenge,David Dhawan,"Salman Khan, Karisma Kapoor",₹11 crore ,₹ 36.47 crore ,Baba Arts,,00 Indian Hindi-Language Romantic Comedy,36.47,10000000,364700000.0
Phir Bhi Dil Hai Hindustani,2000,https://en.wikipedia.org/wiki/Phir_Bhi_Dil_Hai_Hindustani,Phir Bhi Dil Hai Hindustani,Aziz Mirza,"Shah Rukh Khan, Juhi Chawla",₹ 13 crores ,₹ 25.46 crores ,Eros International,Dreamz Unlimited,S A 2000 Indian Hindi-Language Satirical,25.46,10000000,254600000.0
Khauff,2000,https://en.wikipedia.org/wiki/Khauff,Khauff,Sanjay Gupta,"Sanjay Dutt, Manisha Koirala",₹ 7.5 crore ,₹ 10.58 crore ,,Vijay Tolani Productions,00 Indian Hindi-Language Action Thriller,10.58,10000000,105800000.0
Hera Pheri,2000,https://en.wikipedia.org/wiki/Hera_Pheri_(2000_film),Hera Pheri,Priyadarshan,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Tabu",₹ 7.5 crore ,₹ 21.4 crore ,,A. G. Films,Is A 2000 Indian Hindi-Language Comedy,21.4,10000000,214000000.0
Baaghi,2000,https://en.wikipedia.org/wiki/Baaghi_(2000_film),Baaghi,Rajesh Kumar Singh,"Sanjay Dutt, Manisha Koirala, Aditya Pancholi",₹ 5.75 crore ,₹ 6.47 crore ,Triple Aar Films,,Is A 2000 Indian Action Drama,6.47,10000000,64700000.0
Hadh Kar Di Aapne,2000,https://en.wikipedia.org/wiki/Hadh_Kar_Di_Aapne,HadhKarDiAapne,Manoj Agrawal,"Govinda, Rani Mukerji, Johnny Lever",₹ 8 crore ,₹ 20 crore ,T-Series,,Is A 2000 Indian Hindi-Language Comedy,20.0,10000000,200000000.0
Chal Mere Bhai,2000,https://en.wikipedia.org/wiki/Chal_Mere_Bhai,Chal Mere Bhai,David Dhawan,"Sanjay Dutt, Salman Khan, Karishma Kapoor",₹ 14 crore ,₹ 22.28 crore ,Gaurav DigitalNeha ArtsEros International,,Is A 2000 Indian Hindi-Language Comedy,22.28,10000000,222800000.0
Jung,2000,https://en.wikipedia.org/wiki/Jung_(2000_film),Jung,Sanjay Gupta,"Sanjay Dutt, Jackie Shroff, Aditya Pancholi, Raveena Tandon, Shilpa Shetty",₹ 82.5 million ,₹ 114 million ,Digital Entertainment,,00 Indian Hindi-Language Action Thriller,114.0,1000000,114000000.0
Kya Kehna,2000,https://en.wikipedia.org/wiki/Kya_Kehna,Kya Kehna!,Kundan Shah,"Preity Zinta, Saif Ali Khan, Chandrachur Singh, Anupam Kher, Farida Jalal",₹40 million,₹221.7 million ,,Tips Industries,Family Romantic Drama,221.7,1000000,221700000.0
Hum To Mohabbat Karega,2000,https://en.wikipedia.org/wiki/Hum_To_Mohabbat_Karega,Hum To Mohabbat Karega,Kundan Shah,"Bobby Deol, Karisma Kapoor, Johnny Lever, Maleeka Ghai","₹ 7,50 crore ",₹ 9.92 crore ,NH Studioz,KPS Films,Is A 2000 Indian Hindi Thriller-Comedy,9.92,10000000,99200000.0
Josh,2000,https://en.wikipedia.org/wiki/Josh_(2000_film),Josh,Mansoor Khan,"Shah Rukh Khan, Chandrachur Singh, Aishwarya Rai, Sharad Kapoor, Priya Gill",₹ 16 crore ,₹ 35.06 crore ,B4U Films,Venus Films,0 Indian Hindi-Language Romantic Musical,35.06,10000000,350600000.0
Joru Ka Ghulam,2000,https://en.wikipedia.org/wiki/Joru_Ka_Ghulam,Joru Ka Ghulam,Shakeel Noorani,"Govinda, Twinkle Khanna, Kader Khan, Johnny Lever, Ali Asgar",est. ₹5.5 crore ,est. ₹13.10 crore ,,,Is A 2000 Indian Hindi-Language Comedy,13.1,10000000,131000000.0
Tarkieb,2000,https://en.wikipedia.org/wiki/Tarkieb,Tarkieb,Esmayeel Shroff,"Nana Patekar, Tabu, Shilpa Shetty, Aditya Pancholi, Milind Soman, Ashutosh Rana",₹ 5 crore ,₹ 9.24 crore ,,Prathima Films,Tarkieb Is A 2000 Indian Crime Drama,9.24,10000000,92400000.0
Refugee,2000,https://en.wikipedia.org/wiki/Refugee_(2000_film),Refugee,J. P. Dutta,"Abhishek Bachchan, Kareena Kapoor",₹15 crore ,₹35.44 crore ,HR Enterprises,,000 Indian Hindi-Language Romantic Drama,35.44,10000000,354400000.0
Bichhoo,2000,https://en.wikipedia.org/wiki/Bichhoo,Bichhoo,Guddu Dhanoa,"Bobby Deol, Rani Mukerji, Ashish Vidyarthi, Malaika Arora",₹ 7.50 crore ,₹ 19.75 crore ,Video Sound Inc.,Bhagwan Chitra Mandir,00 Indian Hindi-Language Action Thriller,19.75,10000000,197500000.0
Kunwara,2000,https://en.wikipedia.org/wiki/Kunwara,Kunwara,David Dhawan,"Govinda, Urmila Matondkar",₹ 9 crore ,₹ 19.34 crore (equivalent to ₹ 80 crore or US$9.4 million in 2023) ,Tips IndustriesGeetha Arts,,Is A 2000 Indian Hindi Comedy,19.34,10000000,193400000.0
Har Dil Jo Pyar Karega...,2000,https://en.wikipedia.org/wiki/Har_Dil_Jo_Pyar_Karega,Har Dil Jo Pyar Karega,Raj Kanwar,"Salman Khan, Preity Zinta, Rani Mukerji",₹13 crore ,₹32.45 crore ,Nadiadwala Grandson Entertainment,,00 Indian Hindi-Language Romantic Comedy,32.45,10000000,324500000.0
Deewane,2000,https://en.wikipedia.org/wiki/Deewane,Deewane,Harry Baweja,"Ajay Devgn, Urmila Matondkar, Mahima Chaudhry, Paresh Rawal, Gulshan Grover, Shivaji Satham",₹ 85 million ,₹ 122.5 million ,Shemaroo Entertainment,S. P. Creations,2000 Indian Hindi Romantic Action Drama,122.5,1000000,122500000.0
Hamara Dil Aapke Paas Hai,2000,https://en.wikipedia.org/wiki/Hamara_Dil_Aapke_Paas_Hai,Hamara Dil Aapke Paas Hai,Satish Kaushik,"Anil Kapoor, Aishwarya Rai, Sonali Bendre",Rs. 9 crore ,Rs. 30.26 crore ,S.K. Film Enterprises,,Romantic Action Drama,30.26,10000000,302600000.0
Fiza,2000,https://en.wikipedia.org/wiki/Fiza,Fiza,Khalid Mohammed,"Karishma Kapoor, Hrithik Roshan, Jaya Bachchan",₹55 million ,₹322 million ,UTV Motion Pictures,,00 Indian Hindi-Language Action-Thriller,322.0,1000000,322000000.0
Karobaar: The Business of Love,2000,https://en.wikipedia.org/wiki/Karobaar,Karobaar,Rakesh Roshan,"Rishi Kapoor, Anil Kapoor, Juhi Chawla",est. ₹6 crore,est. ₹2.84 crore,,TVM International,Is A 2000 Indian Hindi Romantic Thriller,2.84,10000000,28400000.0
Aaj Ka Ravan,2000,https://en.wikipedia.org/wiki/Aaj_Ka_Ravan,Aaj Ka Ravan,Imran Khalid,Mithun Chakraborty,Rs. 1.25 crore ,Rs. 1.02 crore ,,Suchitra Art Enterprises,Is A 2000 Indian Hindi-Language Action,1.02,10000000,10200000.0
Mohabbatein,2000,https://en.wikipedia.org/wiki/Mohabbatein,Mohabbatein,Aditya Chopra,"Amitabh Bachchan, Shah Rukh Khan, Aishwarya Rai",₹ 13–19 crore ,₹ 90.01 crore ,,Yash Raj Films,Musical Romantic Drama,90.01,10000000,900100000.0
Mission Kashmir,2000,https://en.wikipedia.org/wiki/Mission_Kashmir,Mission Kashmir,Vidhu Vinod Chopra,"Sanjay Dutt, Hrithik Roshan, Preity Zinta, Sonali Kulkarni, Jackie Shroff",₹ 200 million ,₹433 million ,,Vinod Chopra Productions,00 Indian Hindi-Language Action Thriller,433.0,1000000,433000000.0
Kurukshetra,2000,https://en.wikipedia.org/wiki/Kurukshetra_(2000_film),Kurukshetra,Mahesh Manjrekar,"Sanjay Dutt, Mahima Chaudhry, Om Puri, Mukesh Rishi, Shivaji Satam",₹87.5 million ,₹198.7 million ,,,Urukshetra Is A 2000 Indian Action Drama,198.7,1000000,198700000.0
Kahin Pyaar Na Ho Jaaye,2000,https://en.wikipedia.org/wiki/Kahin_Pyaar_Na_Ho_Jaaye,Kahin Pyaar Na Ho Jaaye,K. Murali Mohana Rao,"Jackie Shroff, Salman Khan, Rani Mukerji, Raveena Tandon",₹ 7.75 crore ,₹ 13.40 crore ,Eros Multimedia Pvt. Ltd. (Eros International),,00 Indian Hindi-Language Romantic Comedy,13.4,10000000,134000000.0
Raju Chacha,2000,https://en.wikipedia.org/wiki/Raju_Chacha,Raju Chacha,Anil Devgan,"Ajay Devgn, Kajol, Johnny Lever, Rishi Kapoor, Sanjay Dutt",₹ 25–30 crore ,₹ 20.92 crore ,B4U Films,Devgans Films,2000 Indian Hindi-Language Action Comedy,20.92,10000000,209200000.0
Champion,2000,https://en.wikipedia.org/wiki/Champion_(2000_film),Champion,Padam Kumar,"Sunny Deol, Manisha Koirala, Abhishek Sharma, Rahul Dev",₹ 10 crore ,₹ 14.83 crore ,Shemaroo Entertainment,Shree Shiv Bhakti Films,N Is A 2000 Indian Hindi-Language Action,14.83,10000000,148300000.0
Raja Ko Rani Se Pyar Ho Gaya,2000,https://en.wikipedia.org/wiki/Raja_Ko_Rani_Se_Pyar_Ho_Gaya,Raja Ko Rani Se Pyar Ho Gaya,T.K. Rajeev Kumar,"Arvind Swamy, Manisha Koirala","₹ 4,75 crore ","₹ 64,87 lakh ",,Shogun Films,Is A 2000 Indian Hindi,64.0,100000,6400000.0
Dhaai Akshar Prem Ke,2000,https://en.wikipedia.org/wiki/Dhai_Akshar_Prem_Ke,Dhaai Akshar Prem Ke,Raj Kanwar,"Abhishek Bachchan, Aishwarya Rai",₹ 9 crore ,₹ 16.30 crore ,,,000 Indian Hindi-Language Romantic Drama,16.3,10000000,163000000.0
Farz,2001,https://en.wikipedia.org/wiki/Farz_(2001_film),Farz,Raj Kanwar,"Sunny Deol, Preity Zinta, Jackie Shroff, Om Puri",₹ 10 crore,₹ 19.92 crore ,,Vishant International,01 Indian Hindi-Language Action Thriller,19.92,10000000,199200000.0
Zubeidaa,2001,https://en.wikipedia.org/wiki/Zubeidaa,Zubeidaa,Shyam Benegal,"Karisma Kapoor, Rekha, Manoj Bajpayee, Amrish Puri, Farida Jalal, Lillete Dubey, Shakti Kapoor",₹5 crore ,₹5.6 crore ,Yash Raj Films,FKR Productions,Zubeidaa Is A 2001 Indian Hindi-Language,5.6,10000000,56000000.0
Kuch Khatti Kuch Meethi,2001,https://en.wikipedia.org/wiki/Kuch_Khatti_Kuch_Meethi,Kuch Khatti Kuch Meethi,Rahul Rawail,"Kajol, Sunil Shetty, Rishi Kapoor, Rati Agnihotri",₹ 6 crore ,₹ 10.55 crore ,Pritish Nandy Communications,,Is A 2001 Indian Hindi-Language Comedy,10.55,10000000,105500000.0
Aashiq,2001,https://en.wikipedia.org/wiki/Aashiq_(2001_film),Aashiq,Indra Kumar,"Bobby Deol, Karisma Kapoor",₹ 9 crore ,₹ 18.75 crore ,Eros Entertainment,Shweta International,Is A 2001 Indian Hindi Action Romance,18.75,10000000,187500000.0
Kasoor,2001,https://en.wikipedia.org/wiki/Kasoor,Kasoor,Vikram Bhatt,"Aftab Shivdasani, Lisa Ray",₹3 crore ,₹14.1 crore ,Eros InternationalSony Pictures Networks India,Vishesh Films,001 Indian Hindi-Language Legal Thriller,14.1,10000000,141000000.0
Grahan,2001,https://en.wikipedia.org/wiki/Grahan,Grahan,Shashilal K. Nair,"Jackie Shroff, Manisha Koirala",₹ 5 crore ,₹ 1.43 crore ,,,Is A 2001 Indian Crime Drama,1.43,10000000,14300000.0
Chori Chori Chupke Chupke,2001,https://en.wikipedia.org/wiki/Chori_Chori_Chupke_Chupke,Chori Chori Chupke Chupke,Abbas–Mustan,"Salman Khan, Rani Mukerji, Preity Zinta",₹ 13 crore ,₹ 37.5 crore (equivalent to ₹ 149 crore or US$18 million in 2023) ,Eros International,Emaar Films International,001 Indian Hindi-Language Romantic Drama,37.5,10000000,375000000.0
Qayamat: City Under Threat,2003,https://en.wikipedia.org/wiki/Qayamat:_City_Under_Threat,Qayamat: City Under Threat,Harry Baweja,"Ajay Devgan, Sunil Shetty, Sanjay Kapoor, Arbaaz Khan, Isha Koppikar, Neha Dhupia, Riya Sen, Aashish Chaudhary",₹ 16 crore (US$1.9 million) ,₹ 28.52 crore (US$3.4 million) ,,Baweja Movies,03 Indian Hindi-Language Action Thriller,28.52,10000000,285200000.0
American Desi,2001,https://en.wikipedia.org/wiki/American_Desi,American Desi,Piyush Dinker Pandya,"Deep Katdare, Purva Bedi","$250,000 ",$1.1 million ,,,An Desi Is A 2001 Indian-American Comedy,1.1,1000000,1100000.0
One 2 Ka 4,2001,https://en.wikipedia.org/wiki/One_2_Ka_4,One 2 Ka 4,Shashilal K. Nair,"Shah Rukh Khan, Juhi Chawla, Jackie Shroff",₹12 crore ,₹13.82 crore ,,Glamour Films,01 Indian Hindi-Language Action Thriller,13.82,10000000,138200000.0
Jodi No.1,2001,https://en.wikipedia.org/wiki/Jodi_No.1_(film),Jodi No.1,David Dhawan,"Govinda, Sanjay Dutt, Twinkle Khanna, Monica Bedi",est. ₹ 11.00 crore ,est. ₹ 34.13 crore ,Time Magnetics Pvt. Ltd.,,Is An Indian 2001 Hindi-Language Comedy,34.13,10000000,341300000.0
Pyaar Tune Kya Kiya...,2001,https://en.wikipedia.org/wiki/Pyaar_Tune_Kya_Kiya_(film),Pyaar Tune Kya Kiya,Rajat Mukherjee,"Urmila Matondkar, Fardeen Khan, Sonali Kulkarni",₹5.5 crore ,₹11.79 crore ,Eros Entertainment,Varma Corporation,Indian Hindi-Language Romantic Thriller,11.79,10000000,117900000.0
Bombay Girls,2001,https://en.wikipedia.org/wiki/Salaam_Bombay!,Salaam Bombay!,Mira Nair,"Shafiq Syed, Hansa Vithal, Chanda Sharma, Nana Patekar, Raghuvir Yadav, Anita Kanwar, Raju Bernad","$450,000 ",est. $7.5 million (overseas),Alliance(Canada)Cinecom Pictures(USA)Dendy Films (Australia)Transmundo Films (Argentina)Tamasa Distribution (France),,Is A 1988 Indian Hindi-Language Drama,7.5,1000000,7500000.0
Mardaani,2014,https://en.wikipedia.org/wiki/Mardaani,Mardaani,Pradeep Sarkar,"Rani Mukerji, Tahir Raj Bhasin, Jisshu Sengupta, Saanand Verma, Avneet Kaur",₹ 21 crore ,₹ 59.55 crore ,Yash Raj Films,Yash Raj Films,14 Indian Hindi-Language Action Thriller,59.55,10000000,595500000.0
Raja Natwarlal,2014,https://en.wikipedia.org/wiki/Raja_Natwarlal,Raja Natwarlal,Kunal Deshmukh,"Emraan Hashmi, Humaima Malik, Paresh Rawal, Kay Kay Menon, Deepak Tijori, Prasad Oak, Prachi Shah",₹ 470 million ,₹ 268 million ,UTV Motion Pictures,UTV Motion Pictures,014 Indian Hindi-Language Crime Thriller,268.0,1000000,268000000.0
Mary Kom,2014,https://en.wikipedia.org/wiki/Mary_Kom_(film),Mary Kom,Omung Kumar,"Priyanka Chopra, Darshan Kumaar, Sunil Thapa",₹ 38 crore ,est. ₹ 86.19 crore ,STV Networks (India)Eros International(International),,Biographical Sports,86.19,10000000,861900000.0
Daawat-e-Ishq,2014,https://en.wikipedia.org/wiki/Daawat-e-Ishq,Daawat-e-Ishq,Habib Faisal,"Parineeti Chopra, Aditya Roy Kapur, Anupam Kher",₹ 32 crore ,est. ₹ 35.58 crore ,Yash Raj Films,Yash Raj Films,14 Indian Hindi-Language Romantic Comedy,35.58,10000000,355800000.0
Dirty Marriage,2014,https://en.wikipedia.org/wiki/The_Dirty_Picture,The Dirty Picture,Milan Luthria,"Vidya Balan, Emraan Hashmi, Naseeruddin Shah, Tusshar Kapoor",₹ 18 crore (US$2.1 million),₹ 117 crore (US$14 million) ,AA Films,,2011 Indian Hindi-Language Musical Drama,117.0,10000000,1170000000.0
Margarita with a Straw,2014,https://en.wikipedia.org/wiki/Margarita_with_a_Straw,Margarita with a Straw,Shonali Bose,"Kalki Koechlin, Revathi, Sayani Gupta, William Moseley",₹ 65 million ,₹ 74 million ,,,Aw Is A 2014 Indian Hindi-Language Drama,74.0,1000000,74000000.0
Creature,2014,https://en.wikipedia.org/wiki/Creature_3D,Creature 3D,Vikram Bhatt,"Bipasha Basu, Imran Abbas",₹ 25 crore (US$3.0 million),₹ 32 crore (US$3.8 million) ,,T-Series Films,Indian Hindi-Language 3D Monster Horror,32.0,10000000,320000000.0
Khoobsurat,2014,https://en.wikipedia.org/wiki/Khoobsurat_(2014_film),Khoobsurat,Shashanka Ghosh[1],"Sonam Kapoor, Fawad Khan, [, 2, ]",₹ 23 crore (US$2.7 million) ,est. ₹ 79.43 crore (US$9.4 million) ,UTV Motion Pictures,,Romantic Comedy-Drama,79.43,10000000,794300000.0
Bang Bang,2014,https://en.wikipedia.org/wiki/Bang_Bang!,Bang Bang!,Siddharth Anand,"Hrithik Roshan, Katrina Kaif",₹ 140 crore ,₹332.43 crore ,Fox Star Studios,Fox International Productions India,014 Indian Hindi-Language  Action Comedy,332.43,10000000,3324300000.0
Haider,2014,https://en.wikipedia.org/wiki/Haider_(film),Haider,Vishal Bhardwaj,"Shahid Kapoor, Tabu, Kay Kay Menon, Shraddha Kapoor, Irrfan Khan",₹35 crore ,₹85 crore ,UTV Motion Pictures,,Political Crime Thriller,85.0,10000000,850000000.0
Ekkees Toppon Ki Salaami,2014,https://en.wikipedia.org/wiki/Ekkees_Toppon_Ki_Salaami,Ekkees Toppon Ki Salaami,Ravindra Gautam,"Anupam Kher, Divyendu Sharma, Manu Rishi, Aditi Sharma, Rajesh Sharma, Neha Dhupia",,₹ 1.58 crore ,Jayantilal Gada,Nautanki Films,Is A 2014 Indian Hindi Satire,1.58,10000000,15800000.0
Mumbai 125 KM 3D,2014,https://en.wikipedia.org/wiki/Mumbai_125_KM,Mumbai 125 KM,Hemant Madhukar,"Joey Debroy, Karanvir Bohra, Vedita Pratap Singh, Veena Malik",,₹14.65 crore ,,,Is A 2014 Indian Hindi-Language Horror,14.65,10000000,146500000.0
Happy New Year,2014,https://en.wikipedia.org/wiki/Happy_New_Year_(2014_film),Happy New Year,Farah Khan,"Deepika Padukone, [, 1, ], Shah Rukh Khan, Abhishek Bachchan, Sonu Sood, Boman Irani, Vivaan Shah, Jackie Shroff",₹140 crore ,₹342 crore ,Yash Raj Films,Red Chillies Entertainment,2014 Indian Hindi-Language Action Comedy,342.0,10000000,3420000000.0
Super Nani,2014,https://en.wikipedia.org/wiki/Paisa_(2014_film),Paisa,Krishna Vamsi,"Nani, Catherine",₹ 20 crores,est. ₹ 22.34 crores,,Yellow Flowers,2014 Indian Telugu-Language Action Drama,22.34,10000000,223400000.0
The Shaukeens,2014,https://en.wikipedia.org/wiki/The_Shaukeens,The Shaukeens,Abhishek Sharma,"Anupam Kher, Annu Kapoor, Piyush Mishra, Lisa Haydon",₹ 46.30 crore ,est. ₹ 46.3 crore ,AA Films,,Is A 2014 Indian Comedy,46.3,10000000,463000000.0
Kill Dil,2014,https://en.wikipedia.org/wiki/Kill_Dil,Kill Dil,Shaad Ali,"Ranveer Singh, Ali Zafar, Parineeti Chopra, Govinda",est. ₹ 40 crore ,est. ₹ 52.1 crore ,Yash Raj Films,Yash Raj Films,Neo-Western Crime Comedy,52.1,10000000,521000000.0
Happy Ending,2014,https://en.wikipedia.org/wiki/Happy_Ending_(2014_film),Happy Ending,Raj and D.K.,"Saif Ali Khan, Ileana D'Cruz, Kalki Koechlin, Govinda, Preity Zinta, Ranvir Shorey",₹ 570 million ,₹ 380 million ,Eros International,Illuminati Films,14 Indian Hindi-Language Romantic Comedy,380.0,1000000,380000000.0
Ungli,2014,https://en.wikipedia.org/wiki/Ungli,Ungli,Rensil D'Silva,"Emraan Hashmi, Randeep Hooda, Kangana Ranaut, Neha Dhupia, Angad Bedi, Neil Bhoopalam, Sanjay Dutt",₹ 390 million ,₹ 500 million ,AA Films(India)Reliance Entertainment[1](Overseas),Dharma Productions,S A 2014 Indian Vigilante Crime Thriller,500.0,1000000,500000000.0
Zid,2014,https://en.wikipedia.org/wiki/Zid_(2014_film),Zid,Vivek Agnihotri,"Karanvir Sharma, Mannara Chopra, Shraddha Das, Seerat Kapoor",₹ 8.3 crores ,₹ 14.15 Crores ,,Benaras Media Works,Is A 2014 Indian Hindi-Language Thriller,14.15,10000000,141500000.0
The Last Don,2014,https://en.wikipedia.org/wiki/Don_2,Don 2: The King Is Back,Farhan Akhtar,"Shah Rukh Khan, Priyanka Chopra, Boman Irani, Kunal Kapoor, Ally Khan, Nawwab Shah, Sahil Shroff, Om Puri, Lara Dutta","₹ 110
 crore ",est. ₹ 202.81 crore ,Reliance Entertainment,,11 Indian Hindi Language Action Thriller,202.81,10000000,2028100000.0
Action Jackson,2014,https://en.wikipedia.org/wiki/Action_Jackson_(2014_film),Action Jackson,Prabhu Deva,"Ajay Devgn, Yami Gautam, Sonakshi Sinha, Kunaal Roy Kapur, Manasvi Mamgai, Anandaraj",₹ 93 crore ,₹ 88.87 crore ,Eros International,Baba Films,N Is A 2014 Indian Hindi-Language Action,88.87,10000000,888700000.0
PK,2014,https://en.wikipedia.org/wiki/PK_(film),PK,Rajkumar Hirani,"Aamir Khan, Anushka Sharma, Sushant Singh Rajput, Boman Irani, Saurabh Shukla, Sanjay Dutt",₹ 122 crore ,₹769.89 crore ,UTV Motion Pictures,,Science Fiction Comedy-Drama,769.89,10000000,7698900000.0
Gopala,2014,https://en.wikipedia.org/wiki/Gopala_Gopala_(2015_film),Gopala Gopala,Kishore Kumar Pardasani,"Venkatesh, Pawan Kalyan, Shriya Saran, Mithun Chakraborty",₹ 12 crore ,est. ₹ 88.1 crore ,BlueSky Cinemas Inc.(United States)[1],,Telugu-Language Satirical Comedy Drama,88.1,10000000,881000000.0
Tevar,2015,https://en.wikipedia.org/wiki/Tevar,Tevar,Amit Sharma,"Arjun Kapoor, Sonakshi Sinha, Manoj Bajpayee",est. ₹54 crore ,"est. ₹56
crore ",Eros International,,Is A 2015 Indian Hindi-Language Action,56.0,10000000,560000000.0
Alone,2015,https://en.wikipedia.org/wiki/Alone_(2015_Hindi_film),Alone,Bhushan Patel,"Bipasha Basu, Karan Singh Grover, Zakir Hussain",₹19 crore,est. ₹ 25.84 crore (US$3.1 million) ,,Panorama Studios,Alone Is A 2015 Indian Horror,25.84,10000000,258400000.0
Baby,2015,https://en.wikipedia.org/wiki/Baby_(2015_Hindi_film),Baby,Neeraj Pandey,"Akshay Kumar, Anupam Kher, Danny Denzongpa, Rana Daggubati, Taapsee Pannu, Kay Kay Menon, Rasheed Naz",₹25 crore ,₹143 crore ,AA Films(India)Magic Cloud Media & Entertainment(Overseas),,Spy Action Thriller,143.0,10000000,1430000000.0
Rahasya,2015,https://en.wikipedia.org/wiki/Rahasya,Rahasya: Who Killed Ayesha Mahajan,Manish Gupta,"Kay Kay Menon, Tisca Chopra, Ashish Vidyarthi, Mita Vashisht, Ashwini Kalsekar",Rs 6 crore,Rs 2.8 crore,,,Is A 2015 Indian Murder Mystery,2.8,10000000,28000000.0
Khamoshiyan,2015,https://en.wikipedia.org/wiki/Khamoshiyan,Khamoshiyan,Karan Darra,"Ali Fazal, Sapna Pabbi, Gurmeet Choudhary",,est. ₹ 19.50 crore (US$2.3 million) ,Fox Star Studios,Vishesh Films,Romantic Thriller Horror,19.5,10000000,195000000.0
Shamitabh,2015,https://en.wikipedia.org/wiki/Shamitabh,Shamitabh,R. Balki,"Dhanush, Amitabh Bachchan, Akshara Haasan",₹ 45 crore ,₹ 37 crore ,Eros InternationalMAD Entertainment Ltd[2],,15 Indian Hindi-Language Satirical Drama,37.0,10000000,370000000.0
Roy,2015,https://en.wikipedia.org/wiki/Roy_(film),Roy,Vikramjit Singh,"Arjun Rampal, Jacqueline Fernandez, Ranbir Kapoor",₹ 50 crore ,est. ₹ 56 crore ,AA Films(India)Magic Cloud Media & Entertainment[1](Overseas),T-Series,015 Indian Hindi-Language Romantic Drama,56.0,10000000,560000000.0
MSG: The Messenger of God,2015,https://en.wikipedia.org/wiki/MSG:_The_Messenger,MSG: The  Messenger,Gurmeet Ram Rahim SinghJeetu Arora,"Gurmeet Ram Rahim Singh, Daniel Kaleb, Flora Saini, Jayshree Soni, Olexandra Semen, Gaurav Gera, Jay Singh Rajpoot, Raju Pandit",₹ 30 crore ,Disputed ,Hakikat Entertainment Pvt. Ltd.,Hakikat Entertainment Pvt. Ltd.,2015 Indian Hindi-Language Action Comedy,,1,
